ID,Target
ID_VLY8SAC x m3,0.0
ID_VLY8SAC x m4,0.0
ID_VLY8SAC x m5,0.0
ID_VLY8SAC x m6,0.0
ID_6JY3NQI x m1,0.0
ID_6JY3NQI x m2,0.0
ID_6JY3NQI x m3,0.0
ID_6JY3NQI x m4,0.0
ID_6JY3NQI x m5,0.0
ID_6JY3NQI x m6,0.0
ID_D20ZKK8 x m1,0.0
ID_D20ZKK8 x m2,0.0
ID_D20ZKK8 x m3,0.0
ID_D20ZKK8 x m4,0.0
ID_D20ZKK8 x m5,0.0
ID_D20ZKK8 x m6,0.0
ID_NZJ9CHL x m1,0.0
ID_NZJ9CHL x m2,0.0
ID_NZJ9CHL x m3,0.0
ID_NZJ9CHL x m4,0.0
ID_NZJ9CHL x m5,0.0
ID_NZJ9CHL x m6,0.0
ID_PMSKEXG x m1,0.0
ID_PMSKEXG x m2,0.0
ID_PMSKEXG x m3,0.0
ID_PMSKEXG x m4,0.0
ID_PMSKEXG x m5,0.0
ID_PMSKEXG x m6,0.0
ID_BEMV6LR x m1,0.0
ID_BEMV6LR x m2,0.0
ID_BEMV6LR x m3,0.0
ID_BEMV6LR x m4,0.0
ID_BEMV6LR x m5,0.0
ID_BEMV6LR x m6,0.0
ID_O04VTDW x m1,0.0
ID_O04VTDW x m2,0.0
ID_O04VTDW x m3,0.0
ID_O04VTDW x m4,0.0
ID_O04VTDW x m5,0.0
ID_O04VTDW x m6,0.0
ID_X61C9LW x m1,0.0
ID_X61C9LW x m2,0.0
ID_X61C9LW x m3,0.0
ID_X61C9LW x m4,0.0
ID_X61C9LW x m5,0.0
ID_X61C9LW x m6,0.0
ID_ERSTZV1 x m1,0.0
ID_ERSTZV1 x m2,0.0
ID_ERSTZV1 x m3,0.0
ID_ERSTZV1 x m4,0.0
ID_ERSTZV1 x m5,0.0
ID_ERSTZV1 x m6,0.0
ID_TKCCV3E x m1,0.0
ID_TKCCV3E x m2,0.0
ID_TKCCV3E x m3,0.0
ID_TKCCV3E x m4,0.0
ID_TKCCV3E x m5,0.0
ID_TKCCV3E x m6,0.0
ID_KFZ18MG x m1,0.0
ID_KFZ18MG x m2,0.0
ID_KFZ18MG x m3,0.0
ID_KFZ18MG x m4,0.0
ID_KFZ18MG x m5,0.0
ID_KFZ18MG x m6,0.0
ID_HOT33CH x m1,0.0
ID_HOT33CH x m2,0.0
ID_HOT33CH x m3,0.0
ID_HOT33CH x m4,0.0
ID_HOT33CH x m5,0.0
ID_HOT33CH x m6,0.0
ID_46IG4PQ x m1,0.0
ID_46IG4PQ x m2,0.0
ID_46IG4PQ x m3,0.0
ID_46IG4PQ x m4,0.0
ID_46IG4PQ x m5,0.0
ID_46IG4PQ x m6,0.0
ID_PJE4LPA x m1,0.0
ID_PJE4LPA x m2,0.0
ID_PJE4LPA x m3,0.0
ID_PJE4LPA x m4,0.0
ID_PJE4LPA x m5,0.0
ID_PJE4LPA x m6,0.0
ID_GD9QA6O x m1,0.0
ID_GD9QA6O x m2,0.0
ID_GD9QA6O x m3,0.0
ID_GD9QA6O x m4,0.0
ID_GD9QA6O x m5,0.0
ID_GD9QA6O x m6,0.0
ID_YHRRG2A x m1,0.0
ID_YHRRG2A x m2,0.0
ID_YHRRG2A x m3,0.0
ID_YHRRG2A x m4,0.0
ID_YHRRG2A x m5,0.0
ID_YHRRG2A x m6,0.0
ID_N4VBU6U x m1,0.0
ID_N4VBU6U x m2,0.0
ID_N4VBU6U x m3,0.0
ID_N4VBU6U x m4,0.0
ID_N4VBU6U x m5,0.0
ID_N4VBU6U x m6,0.0
ID_2ALD08M x m1,0.0
ID_2ALD08M x m2,0.0
ID_2ALD08M x m3,0.0
ID_2ALD08M x m4,0.0
ID_2ALD08M x m5,0.0
ID_2ALD08M x m6,0.0
ID_CJPVBKV x m1,0.0
ID_CJPVBKV x m2,0.0
ID_CJPVBKV x m3,0.0
ID_CJPVBKV x m4,0.0
ID_CJPVBKV x m5,0.0
ID_CJPVBKV x m6,0.0
ID_5KJNAPP x m1,0.0
ID_5KJNAPP x m2,0.0
ID_5KJNAPP x m3,0.0
ID_5KJNAPP x m4,0.0
ID_5KJNAPP x m5,0.0
ID_5KJNAPP x m6,0.0
ID_5MJD52J x m1,0.0
ID_5MJD52J x m2,0.0
ID_5MJD52J x m3,0.0
ID_5MJD52J x m4,0.0
ID_5MJD52J x m5,0.0
ID_5MJD52J x m6,0.0
ID_OI6C4EB x m1,0.0
ID_OI6C4EB x m2,0.0
ID_OI6C4EB x m3,0.0
ID_OI6C4EB x m4,0.0
ID_OI6C4EB x m5,0.0
ID_OI6C4EB x m6,0.0
ID_GFI0Z45 x m1,0.0
ID_GFI0Z45 x m2,0.0
ID_GFI0Z45 x m3,0.0
ID_GFI0Z45 x m4,0.0
ID_GFI0Z45 x m5,0.0
ID_GFI0Z45 x m6,0.0
ID_AUO4UHR x m1,0.0
ID_AUO4UHR x m2,0.0
ID_AUO4UHR x m3,0.0
ID_AUO4UHR x m4,0.0
ID_AUO4UHR x m5,0.0
ID_AUO4UHR x m6,0.0
ID_5SJ0Y2S x m1,0.0
ID_5SJ0Y2S x m2,0.0
ID_5SJ0Y2S x m3,0.0
ID_5SJ0Y2S x m4,0.0
ID_5SJ0Y2S x m5,0.0
ID_5SJ0Y2S x m6,0.0
ID_YK8DO7V x m1,0.0
ID_YK8DO7V x m2,0.0
ID_YK8DO7V x m3,0.0
ID_YK8DO7V x m4,0.0
ID_YK8DO7V x m5,0.0
ID_YK8DO7V x m6,0.0
ID_XPVGK37 x m1,0.0
ID_XPVGK37 x m2,0.0
ID_XPVGK37 x m3,0.0
ID_XPVGK37 x m4,0.0
ID_XPVGK37 x m5,0.0
ID_XPVGK37 x m6,0.0
ID_X53S4Y7 x m1,0.0
ID_X53S4Y7 x m2,0.0
ID_X53S4Y7 x m3,0.0
ID_X53S4Y7 x m4,0.0
ID_X53S4Y7 x m5,0.0
ID_X53S4Y7 x m6,0.0
ID_TSKUWS1 x m1,0.0
ID_TSKUWS1 x m2,0.0
ID_TSKUWS1 x m3,0.0
ID_TSKUWS1 x m4,0.0
ID_TSKUWS1 x m5,0.0
ID_TSKUWS1 x m6,0.0
ID_NVMHJPS x m1,0.0
ID_NVMHJPS x m2,0.0
ID_NVMHJPS x m3,0.0
ID_NVMHJPS x m4,0.0
ID_NVMHJPS x m5,0.0
ID_NVMHJPS x m6,0.0
ID_3ZW2B67 x m1,0.0
ID_3ZW2B67 x m2,0.0
ID_3ZW2B67 x m3,0.0
ID_3ZW2B67 x m4,0.0
ID_3ZW2B67 x m5,0.0
ID_3ZW2B67 x m6,0.0
ID_DKK49H0 x m1,0.0
ID_DKK49H0 x m2,0.0
ID_DKK49H0 x m3,0.0
ID_DKK49H0 x m4,0.0
ID_DKK49H0 x m5,0.0
ID_DKK49H0 x m6,0.0
ID_XWCYU4S x m1,0.0
ID_XWCYU4S x m2,0.0
ID_XWCYU4S x m3,0.0
ID_XWCYU4S x m4,0.0
ID_XWCYU4S x m5,0.0
ID_XWCYU4S x m6,0.0
ID_TU3DQ2X x m1,0.0
ID_TU3DQ2X x m2,0.0
ID_TU3DQ2X x m3,0.0
ID_TU3DQ2X x m4,0.0
ID_TU3DQ2X x m5,0.0
ID_TU3DQ2X x m6,0.0
ID_UN1HH12 x m1,0.0
ID_UN1HH12 x m2,0.0
ID_UN1HH12 x m3,0.0
ID_UN1HH12 x m4,0.0
ID_UN1HH12 x m5,0.0
ID_UN1HH12 x m6,0.0
ID_9JO76RH x m1,0.0
ID_9JO76RH x m2,0.0
ID_9JO76RH x m3,0.0
ID_9JO76RH x m4,0.0
ID_9JO76RH x m5,0.0
ID_9JO76RH x m6,0.0
ID_O5V989Z x m1,0.0
ID_O5V989Z x m2,0.0
ID_O5V989Z x m3,0.0
ID_O5V989Z x m4,0.0
ID_O5V989Z x m5,0.0
ID_O5V989Z x m6,0.0
ID_KMC0FG6 x m1,0.0
ID_KMC0FG6 x m2,0.0
ID_KMC0FG6 x m3,0.0
ID_KMC0FG6 x m4,0.0
ID_KMC0FG6 x m5,0.0
ID_KMC0FG6 x m6,0.0
ID_L33PUA2 x m1,0.0
ID_L33PUA2 x m2,0.0
ID_L33PUA2 x m3,0.0
ID_L33PUA2 x m4,0.0
ID_L33PUA2 x m5,0.0
ID_L33PUA2 x m6,0.0
ID_4A5R83L x m1,0.0
ID_4A5R83L x m2,0.0
ID_4A5R83L x m3,0.0
ID_4A5R83L x m4,0.0
ID_4A5R83L x m5,0.0
ID_4A5R83L x m6,0.0
ID_JQ02WUN x m1,0.0
ID_JQ02WUN x m2,0.0
ID_JQ02WUN x m3,0.0
ID_JQ02WUN x m4,0.0
ID_JQ02WUN x m5,0.0
ID_JQ02WUN x m6,0.0
ID_KNYSNA1 x m1,0.0
ID_KNYSNA1 x m2,0.0
ID_KNYSNA1 x m3,0.0
ID_KNYSNA1 x m4,0.0
ID_KNYSNA1 x m5,0.0
ID_KNYSNA1 x m6,0.0
ID_KSW9MKH x m1,0.0
ID_KSW9MKH x m2,0.0
ID_KSW9MKH x m3,0.0
ID_KSW9MKH x m4,0.0
ID_KSW9MKH x m5,0.0
ID_KSW9MKH x m6,0.0
ID_PBLG5M1 x m1,0.0
ID_PBLG5M1 x m2,0.0
ID_PBLG5M1 x m3,0.0
ID_PBLG5M1 x m4,0.0
ID_PBLG5M1 x m5,0.0
ID_PBLG5M1 x m6,0.0
ID_9QWOYCP x m1,0.0
ID_9QWOYCP x m2,0.0
ID_9QWOYCP x m3,0.0
ID_9QWOYCP x m4,0.0
ID_9QWOYCP x m5,0.0
ID_9QWOYCP x m6,0.0
ID_TXLISWT x m1,0.0
ID_TXLISWT x m2,0.0
ID_TXLISWT x m3,0.0
ID_TXLISWT x m4,0.0
ID_TXLISWT x m5,0.0
ID_TXLISWT x m6,0.0
ID_IRGBP6G x m1,0.0
ID_IRGBP6G x m2,0.0
ID_IRGBP6G x m3,0.0
ID_IRGBP6G x m4,0.0
ID_IRGBP6G x m5,0.0
ID_IRGBP6G x m6,0.0
ID_OSWO94J x m1,0.0
ID_OSWO94J x m2,0.0
ID_OSWO94J x m3,0.0
ID_OSWO94J x m4,0.0
ID_OSWO94J x m5,0.0
ID_OSWO94J x m6,0.0
ID_YFLPPTQ x m1,0.0
ID_YFLPPTQ x m2,0.0
ID_YFLPPTQ x m3,0.0
ID_YFLPPTQ x m4,0.0
ID_YFLPPTQ x m5,0.0
ID_YFLPPTQ x m6,0.0
ID_RT6D7UV x m1,0.0
ID_RT6D7UV x m2,0.0
ID_RT6D7UV x m3,0.0
ID_RT6D7UV x m4,0.0
ID_RT6D7UV x m5,0.0
ID_RT6D7UV x m6,0.0
ID_XPPWX11 x m1,0.0
ID_XPPWX11 x m2,0.0
ID_XPPWX11 x m3,0.0
ID_XPPWX11 x m4,0.0
ID_XPPWX11 x m5,0.0
ID_XPPWX11 x m6,0.0
ID_MF9IBZY x m1,0.0
ID_MF9IBZY x m2,0.0
ID_MF9IBZY x m3,0.0
ID_MF9IBZY x m4,0.0
ID_MF9IBZY x m5,0.0
ID_MF9IBZY x m6,0.0
ID_N4H4RQA x m1,0.0
ID_N4H4RQA x m2,0.0
ID_N4H4RQA x m3,0.0
ID_N4H4RQA x m4,0.0
ID_N4H4RQA x m5,0.0
ID_N4H4RQA x m6,0.0
ID_N6YE307 x m1,0.0
ID_N6YE307 x m2,0.0
ID_N6YE307 x m3,0.0
ID_N6YE307 x m4,0.0
ID_N6YE307 x m5,0.0
ID_N6YE307 x m6,0.0
ID_TYICGGW x m1,0.0
ID_TYICGGW x m2,0.0
ID_TYICGGW x m3,0.0
ID_TYICGGW x m4,0.0
ID_TYICGGW x m5,0.0
ID_TYICGGW x m6,0.0
ID_PPHB17I x m1,0.0
ID_PPHB17I x m2,0.0
ID_PPHB17I x m3,0.0
ID_PPHB17I x m4,0.0
ID_PPHB17I x m5,0.0
ID_PPHB17I x m6,0.0
ID_61Z7MSF x m1,0.0
ID_61Z7MSF x m2,0.0
ID_61Z7MSF x m3,0.0
ID_61Z7MSF x m4,0.0
ID_61Z7MSF x m5,0.0
ID_61Z7MSF x m6,0.0
ID_YUGG0M2 x m1,0.0
ID_YUGG0M2 x m2,0.0
ID_YUGG0M2 x m3,0.0
ID_YUGG0M2 x m4,0.0
ID_YUGG0M2 x m5,0.0
ID_YUGG0M2 x m6,0.0
ID_K78YZC5 x m1,0.0
ID_K78YZC5 x m2,0.0
ID_K78YZC5 x m3,0.0
ID_K78YZC5 x m4,0.0
ID_K78YZC5 x m5,0.0
ID_K78YZC5 x m6,0.0
ID_DACGSZ5 x m1,0.0
ID_DACGSZ5 x m2,0.0
ID_DACGSZ5 x m3,0.0
ID_DACGSZ5 x m4,0.0
ID_DACGSZ5 x m5,0.0
ID_DACGSZ5 x m6,0.0
ID_J680SIU x m1,0.0
ID_J680SIU x m2,0.0
ID_J680SIU x m3,0.0
ID_J680SIU x m4,0.0
ID_J680SIU x m5,0.0
ID_J680SIU x m6,0.0
ID_0APWQ5Q x m1,0.0
ID_0APWQ5Q x m2,0.0
ID_0APWQ5Q x m3,0.0
ID_0APWQ5Q x m4,0.0
ID_0APWQ5Q x m5,0.0
ID_0APWQ5Q x m6,0.0
ID_PTJE8XG x m1,0.0
ID_PTJE8XG x m2,0.0
ID_PTJE8XG x m3,0.0
ID_PTJE8XG x m4,0.0
ID_PTJE8XG x m5,0.0
ID_PTJE8XG x m6,0.0
ID_AI7B5Y2 x m1,0.0
ID_AI7B5Y2 x m2,0.0
ID_AI7B5Y2 x m3,0.0
ID_AI7B5Y2 x m4,0.0
ID_AI7B5Y2 x m5,0.0
ID_AI7B5Y2 x m6,0.0
ID_1QXVD9H x m1,0.0
ID_1QXVD9H x m2,0.0
ID_1QXVD9H x m3,0.0
ID_1QXVD9H x m4,0.0
ID_1QXVD9H x m5,0.0
ID_1QXVD9H x m6,0.0
ID_PSF33GN x m1,0.0
ID_PSF33GN x m2,0.0
ID_PSF33GN x m3,0.0
ID_PSF33GN x m4,0.0
ID_PSF33GN x m5,0.0
ID_PSF33GN x m6,0.0
ID_XI0ATKN x m1,0.0
ID_XI0ATKN x m2,0.0
ID_XI0ATKN x m3,0.0
ID_XI0ATKN x m4,0.0
ID_XI0ATKN x m5,0.0
ID_XI0ATKN x m6,0.0
ID_1W7BPL6 x m1,0.0
ID_1W7BPL6 x m2,0.0
ID_1W7BPL6 x m3,0.0
ID_1W7BPL6 x m4,0.0
ID_1W7BPL6 x m5,0.0
ID_1W7BPL6 x m6,0.0
ID_CGYDUOF x m1,0.0
ID_CGYDUOF x m2,0.0
ID_CGYDUOF x m3,0.0
ID_CGYDUOF x m4,0.0
ID_CGYDUOF x m5,0.0
ID_CGYDUOF x m6,0.0
ID_S3XQQ6Q x m1,0.0
ID_S3XQQ6Q x m2,0.0
ID_S3XQQ6Q x m3,0.0
ID_S3XQQ6Q x m4,0.0
ID_S3XQQ6Q x m5,0.0
ID_S3XQQ6Q x m6,0.0
ID_G47RVMG x m1,0.0
ID_G47RVMG x m2,0.0
ID_G47RVMG x m3,0.0
ID_G47RVMG x m4,0.0
ID_G47RVMG x m5,0.0
ID_G47RVMG x m6,0.0
ID_OB9DFKX x m1,0.0
ID_OB9DFKX x m2,0.0
ID_OB9DFKX x m3,0.0
ID_OB9DFKX x m4,0.0
ID_OB9DFKX x m5,0.0
ID_OB9DFKX x m6,0.0
ID_D6TB1CZ x m1,0.0
ID_D6TB1CZ x m2,0.0
ID_D6TB1CZ x m3,0.0
ID_D6TB1CZ x m4,0.0
ID_D6TB1CZ x m5,0.0
ID_D6TB1CZ x m6,0.0
ID_1V0BLRE x m1,0.0
ID_1V0BLRE x m2,0.0
ID_1V0BLRE x m3,0.0
ID_1V0BLRE x m4,0.0
ID_1V0BLRE x m5,0.0
ID_1V0BLRE x m6,0.0
ID_A8HJVB1 x m1,0.0
ID_A8HJVB1 x m2,0.0
ID_A8HJVB1 x m3,0.0
ID_A8HJVB1 x m4,0.0
ID_A8HJVB1 x m5,0.0
ID_A8HJVB1 x m6,0.0
ID_2BE7LCN x m1,0.0
ID_2BE7LCN x m2,0.0
ID_2BE7LCN x m3,0.0
ID_2BE7LCN x m4,0.0
ID_2BE7LCN x m5,0.0
ID_2BE7LCN x m6,0.0
ID_GBUHPL5 x m1,0.0
ID_GBUHPL5 x m2,0.0
ID_GBUHPL5 x m3,0.0
ID_GBUHPL5 x m4,0.0
ID_GBUHPL5 x m5,0.0
ID_GBUHPL5 x m6,0.0
ID_D4O13VU x m1,0.0
ID_D4O13VU x m2,0.0
ID_D4O13VU x m3,0.0
ID_D4O13VU x m4,0.0
ID_D4O13VU x m5,0.0
ID_D4O13VU x m6,0.0
ID_KCA3XMV x m1,0.0
ID_KCA3XMV x m2,0.0
ID_KCA3XMV x m3,0.0
ID_KCA3XMV x m4,0.0
ID_KCA3XMV x m5,0.0
ID_KCA3XMV x m6,0.0
ID_SEX9FQ1 x m1,0.0
ID_SEX9FQ1 x m2,0.0
ID_SEX9FQ1 x m3,0.0
ID_SEX9FQ1 x m4,0.0
ID_SEX9FQ1 x m5,0.0
ID_SEX9FQ1 x m6,0.0
ID_IF0QHR6 x m1,0.0
ID_IF0QHR6 x m2,0.0
ID_IF0QHR6 x m3,0.0
ID_IF0QHR6 x m4,0.0
ID_IF0QHR6 x m5,0.0
ID_IF0QHR6 x m6,0.0
ID_L4I7MH4 x m1,0.0
ID_L4I7MH4 x m2,0.0
ID_L4I7MH4 x m3,0.0
ID_L4I7MH4 x m4,0.0
ID_L4I7MH4 x m5,0.0
ID_L4I7MH4 x m6,0.0
ID_3GCI0N5 x m1,0.0
ID_3GCI0N5 x m2,0.0
ID_3GCI0N5 x m3,0.0
ID_3GCI0N5 x m4,0.0
ID_3GCI0N5 x m5,0.0
ID_3GCI0N5 x m6,0.0
ID_B4LOWLN x m1,0.0
ID_B4LOWLN x m2,0.0
ID_B4LOWLN x m3,0.0
ID_B4LOWLN x m4,0.0
ID_B4LOWLN x m5,0.0
ID_B4LOWLN x m6,0.0
ID_L28NPIZ x m1,0.0
ID_L28NPIZ x m2,0.0
ID_L28NPIZ x m3,0.0
ID_L28NPIZ x m4,0.0
ID_L28NPIZ x m5,0.0
ID_L28NPIZ x m6,0.0
ID_C7M124K x m1,0.0
ID_C7M124K x m2,0.0
ID_C7M124K x m3,0.0
ID_C7M124K x m4,0.0
ID_C7M124K x m5,0.0
ID_C7M124K x m6,0.0
ID_WQ4EUMR x m1,0.0
ID_WQ4EUMR x m2,0.0
ID_WQ4EUMR x m3,0.0
ID_WQ4EUMR x m4,0.0
ID_WQ4EUMR x m5,0.0
ID_WQ4EUMR x m6,0.0
ID_6HZC178 x m1,0.0
ID_6HZC178 x m2,0.0
ID_6HZC178 x m3,0.0
ID_6HZC178 x m4,0.0
ID_6HZC178 x m5,0.0
ID_6HZC178 x m6,0.0
ID_D58I4Y5 x m1,0.0
ID_D58I4Y5 x m2,0.0
ID_D58I4Y5 x m3,0.0
ID_D58I4Y5 x m4,0.0
ID_D58I4Y5 x m5,0.0
ID_D58I4Y5 x m6,0.0
ID_OCLEK6H x m1,0.0
ID_OCLEK6H x m2,0.0
ID_OCLEK6H x m3,0.0
ID_OCLEK6H x m4,0.0
ID_OCLEK6H x m5,0.0
ID_OCLEK6H x m6,0.0
ID_VOWFDVB x m1,0.0
