ID,created_at,site,pm2_5,pm10,s2_pm2_5,s2_pm10,humidity,temp,lat,long,altitude,greenness,landform_90m,landform_270m,population,dist_major_road,ref_pm2_5
ID_05ZDGNKK,2020-08-14 07:00:00+03:00,Makerere,75.39076923076924,82.4223076923077,71.40923076923077,81.60461538461537,0.86675,20.175,0.333501,32.568560999999995,1233,6340,21,28,8518,475,53.5
ID_060T3H5K,2020-12-21 04:00:00+03:00,Makerere,42.70642857142858,53.08785714285714,40.510000000000005,51.19857142857144,0.93375,19.26666667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,22.4
ID_067XN8TH,2020-12-06 19:00:00+03:00,Makerere,83.5275,92.675,80.51083333333334,91.06333333333332,0.816416667,21.11666667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,70.1
ID_06B9H4N6,2020-03-02 02:00:00+03:00,USEmbassy,46.12465116279069,56.0906976744186,45.93279069767441,57.95255813953487,0.888333333,21.38333333,0.29925466,32.592686,1199,4374,21,14,6834,130,47.0
ID_06HDEM0X,2019-07-26 01:00:00+03:00,USEmbassy,121.09452380952382,131.09095238095236,116.0192857142857,129.5873809523809,0.96625,19.2,0.29925466,32.592686,1199,4374,21,14,6834,130,131.0
ID_06XIJQGK,2019-08-26 08:00:00+03:00,USEmbassy,46.58365853658536,57.55512195121952,47.74609756097562,59.54902439024391,0.971416667,19.36666667,0.29925466,32.592686,1199,4374,21,14,6834,130,59.0
ID_071RXZ3W,2021-01-26 01:00:00+03:00,Makerere,30.400833333333328,33.45333333333334,29.34583333333333,33.63666666666667,0.8916666670000001,19.025,0.333501,32.568560999999995,1233,6340,21,28,8518,475,19.4
ID_0782ONUF,2020-12-20 12:00:00+03:00,Makerere,37.93,46.10000000000001,36.23142857142857,43.40714285714286,0.783818182,22.79166667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,24.0
ID_07B0OOFT,2020-12-30 14:00:00+03:00,Nakawa,22.01522727272728,25.341363636363635,22.4575,26.40363636363636,0.653,23.7,0.33174,32.60951,1191,5865,31,-11,4780,500,23.1
ID_07DTYRTS,2021-02-02 20:00:00+03:00,USEmbassy,50.22772727272729,70.74931818181817,52.39681818181818,66.89454545454545,0.7809999999999999,22.94166667,0.29925466,32.592686,1199,4374,21,14,6834,130,62.0
ID_07FSAMYX,2021-01-20 03:00:00+03:00,Nakawa,53.94604651162791,67.22558139534884,53.24976744186045,67.84418604651162,0.944666667,20.94166667,0.33174,32.60951,1191,5865,31,-11,4780,500,34.8
ID_07N1X635,2020-12-14 14:00:00+03:00,Makerere,27.26142857142857,29.270000000000003,25.63714285714286,27.9,0.56375,26.96666667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,20.3
ID_07N9YHU0,2020-10-03 17:00:00+03:00,USEmbassy,42.76899999999999,59.71900000000001,43.048,54.129000000000005,0.6446666670000001,24.775,0.29925466,32.592686,1199,4374,21,14,6834,130,54.0
ID_07TWNXT3,2021-02-04 00:00:00+03:00,Makerere,61.940769230769234,73.32384615384616,59.36076923076924,72.11615384615385,0.833583333,22.36666667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,53.9
ID_07VPLB87,2020-07-19 10:00:00+03:00,Makerere,44.26181818181818,54.58181818181818,41.96,52.45727272727272,0.557583333,24.95833333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,34.2
ID_081Y7PVZ,2020-03-10 03:00:00+03:00,USEmbassy,51.74953488372093,61.48418604651165,52.209767441860464,64.9646511627907,0.984833333,19.3,0.29925466,32.592686,1199,4374,21,14,6834,130,50.0
ID_086IG430,2020-10-19 09:00:00+03:00,Nakawa,18.672,20.33333333333333,19.37155555555556,21.564666666666664,0.788416667,23.475,0.33174,32.60951,1191,5865,31,-11,4780,500,30.1
ID_08ERTIPZ,2020-04-13 02:00:00+03:00,USEmbassy,58.23744186046512,67.77395348837211,57.21883720930232,70.44976744186047,0.921083333,20.85,0.29925466,32.592686,1199,4374,21,14,6834,130,51.0
ID_08KQRNSO,2019-07-29 23:00:00+03:00,USEmbassy,75.00512195121951,81.63585365853658,69.75902439024391,79.65195121951217,0.862583333,19.84166667,0.29925466,32.592686,1199,4374,21,14,6834,130,79.0
ID_08OV98AO,2021-01-29 19:00:00+03:00,USEmbassy,49.637674418604654,70.14302325581396,52.0693023255814,65.94744186046515,0.580416667,24.26666667,0.29925466,32.592686,1199,4374,21,14,6834,130,69.0
ID_08QV1WI0,2019-12-01 07:00:00+03:00,USEmbassy,125.27340909090908,135.53181818181818,0.0,0.0,0.998083333,18.70833333,0.29925466,32.592686,1199,4374,21,14,6834,130,129.0
ID_08RUMVO8,2021-01-30 10:00:00+03:00,USEmbassy,23.10477272727273,32.16045454545455,24.23681818181818,27.91022727272728,0.7224166670000001,25.6,0.29925466,32.592686,1199,4374,21,14,6834,130,42.0
ID_08U7Z5IJ,2019-08-10 13:00:00+03:00,USEmbassy,52.00097560975608,60.848292682926825,53.8260975609756,63.28585365853658,0.97575,18.85,0.29925466,32.592686,1199,4374,21,14,6834,130,56.0
ID_08XQHHGQ,2019-08-11 09:00:00+03:00,USEmbassy,56.65023809523812,66.01547619047618,56.95357142857144,66.99928571428575,0.9845,19.5,0.29925466,32.592686,1199,4374,21,14,6834,130,67.0
ID_08YAEZ3J,2021-02-24 01:00:00+03:00,USEmbassy,167.54720930232557,199.8186046511628,162.3497674418605,177.44790697674418,0.954833333,20.49166667,0.29925466,32.592686,1199,4374,21,14,6834,130,154.0
ID_09D5Z32B,2019-09-06 23:00:00+03:00,USEmbassy,127.47837209302322,136.26976744186044,132.41302325581395,143.50511627906977,0.970333333,20.125,0.29925466,32.592686,1199,4374,21,14,6834,130,127.0
ID_09DIMCH0,2020-04-07 23:00:00+03:00,USEmbassy,43.08302325581395,51.21069767441861,42.39279069767442,53.143720930232575,0.857666667,22.85833333,0.29925466,32.592686,1199,4374,21,14,6834,130,46.0
ID_09F6RDK2,2020-05-04 18:00:00+03:00,USEmbassy,36.19069767441861,43.61069767441861,36.4532558139535,47.23813953488373,0.75375,24.1,0.29925466,32.592686,1199,4374,21,14,6834,130,44.0
ID_09WMLQWR,2020-10-14 09:00:00+03:00,Nakawa,22.520681818181814,24.550681818181808,23.01659090909091,26.20727272727273,0.907166667,21.53333333,0.33174,32.60951,1191,5865,31,-11,4780,500,24.8
ID_09XYOIHC,2020-10-04 18:00:00+03:00,Makerere,35.555,42.8225,34.505,42.66625,0.5541666670000001,25.55,0.333501,32.568560999999995,1233,6340,21,28,8518,475,28.6
ID_09YPV1GI,2021-01-27 00:00:00+03:00,Nakawa,40.21840909090907,49.834318181818205,40.12045454545456,51.087499999999984,0.929583333,19.80833333,0.33174,32.60951,1191,5865,31,-11,4780,500,29.7
ID_0A30AERY,2020-07-26 17:00:00+03:00,Makerere,102.68333333333334,110.40000000000002,93.96444444444444,105.6088888888889,0.586916667,25.85833333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,70.3
ID_0A7ZNFI2,2020-10-03 18:00:00+03:00,Nakawa,40.124473684210535,49.855,41.18631578947369,52.50000000000002,0.70275,23.60833333,0.33174,32.60951,1191,5865,31,-11,4780,500,109.7
ID_0ABYMH7W,2020-11-03 20:00:00+03:00,Nakawa,34.52921052631579,41.57263157894737,34.96342105263159,43.11894736842106,0.80925,22.5,0.33174,32.60951,1191,5865,31,-11,4780,500,41.3
ID_0ACP9QIB,2020-12-07 07:00:00+03:00,Makerere,99.96444444444444,109.89666666666668,93.0188888888889,105.4688888888889,0.904083333,19.09166667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,75.3
ID_0AEE1SOA,2019-09-25 08:00:00+03:00,USEmbassy,51.95139534883722,63.30116279069769,52.56511627906977,64.41302325581395,0.878416667,20.8,0.29925466,32.592686,1199,4374,21,14,6834,130,69.0
ID_0AF68029,2020-02-03 07:00:00+03:00,USEmbassy,57.34232558139534,66.01627906976745,52.18441860465117,63.80953488372091,0.8725,19.95,0.29925466,32.592686,1199,4374,21,14,6834,130,82.0
ID_0AG7P2PN,2020-03-30 23:00:00+03:00,USEmbassy,34.562051282051264,39.63205128205128,33.937179487179485,41.112820512820505,0.826,22.94166667,0.29925466,32.592686,1199,4374,21,14,6834,130,44.0
ID_0AGDPADM,2020-02-03 09:00:00+03:00,USEmbassy,70.81279069767442,78.99604651162791,65.07558139534882,77.85511627906976,0.8866666670000001,21.33333333,0.29925466,32.592686,1199,4374,21,14,6834,130,80.0
ID_0AI9EJZF,2020-12-15 16:00:00+03:00,Nakawa,16.169000000000004,18.06125,16.271250000000002,19.2745,0.619416667,25.63333333,0.33174,32.60951,1191,5865,31,-11,4780,500,31.3
ID_0AMX9RJQ,2020-11-24 11:00:00+03:00,Nakawa,45.92744186046512,56.938604651162784,46.63883720930232,58.96046511627908,0.819416667,23.46666667,0.33174,32.60951,1191,5865,31,-11,4780,500,47.1
ID_0APYPR4E,2019-07-25 21:00:00+03:00,USEmbassy,163.95729729729732,180.02729729729728,156.66756756756757,176.92594594594595,0.847916667,21.2,0.29925466,32.592686,1199,4374,21,14,6834,130,171.0
ID_0ASIP2AF,2019-09-29 13:00:00+03:00,USEmbassy,34.772954545454546,41.23431818181819,35.24500000000001,42.30568181818182,0.938583333,20.0,0.29925466,32.592686,1199,4374,21,14,6834,130,34.0
ID_0ASLGXNW,2021-02-13 18:00:00+03:00,Makerere,56.06,68.2611111111111,53.417777777777786,67.19333333333333,0.8171666670000001,24.19166667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,40.0
ID_0ASRDHPP,2019-11-25 05:00:00+03:00,USEmbassy,22.03681818181818,24.80795454545455,0.0,0.0,0.98075,18.36666667,0.29925466,32.592686,1199,4374,21,14,6834,130,22.0
ID_0AY7L54S,2020-10-27 15:00:00+03:00,Nakawa,27.133809523809525,30.230476190476185,28.423809523809528,32.951904761904764,0.67575,24.9,0.33174,32.60951,1191,5865,31,-11,4780,500,45.6
ID_0BM2CXNV,2020-12-13 00:00:00+03:00,Makerere,44.989,56.456,44.132,55.938,0.920916667,19.775,0.333501,32.568560999999995,1233,6340,21,28,8518,475,29.4
ID_0BPM2C5U,2021-02-08 22:00:00+03:00,USEmbassy,122.56022727272726,148.93954545454542,126.35477272727276,139.00954545454545,0.74375,21.76666667,0.29925466,32.592686,1199,4374,21,14,6834,130,131.0
ID_0BY3HCLW,2020-12-19 23:00:00+03:00,Nakawa,28.118095238095243,31.95380952380953,28.112142857142857,33.14619047619048,0.85625,20.74166667,0.33174,32.60951,1191,5865,31,-11,4780,500,26.5
ID_0C34EFG9,2020-07-31 05:00:00+03:00,Makerere,114.78076923076922,123.11153846153844,92.7,104.94307692307692,0.923833333,18.53333333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,57.5
ID_0C38QX4S,2021-02-16 05:00:00+03:00,USEmbassy,47.80558139534882,64.71604651162792,50.255116279069775,62.104418604651165,0.879416667,21.55833333,0.29925466,32.592686,1199,4374,21,14,6834,130,58.0
ID_0CA27MET,2020-03-12 14:00:00+03:00,USEmbassy,12.83818181818182,13.201136363636364,11.37477272727273,12.5575,0.7020833329999999,26.34166667,0.29925466,32.592686,1199,4374,21,14,6834,130,28.0
ID_0CBSBZ6J,2021-01-22 16:00:00+03:00,Makerere,63.955,73.3875,58.4675,71.3,0.513,26.21666667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,56.9
ID_0CFPAPIY,2020-10-19 16:00:00+03:00,Nakawa,29.115428571428566,33.35828571428571,30.12828571428572,35.81371428571429,0.914333333,21.14166667,0.33174,32.60951,1191,5865,31,-11,4780,500,30.2
ID_0CGNFFKM,2019-12-11 15:00:00+03:00,USEmbassy,8.95711111111111,10.05622222222222,0.0,0.0,0.698333333,,0.29925466,32.592686,1199,4374,21,14,6834,130,29.0
ID_0CI8HIBS,2020-01-07 14:00:00+03:00,USEmbassy,45.31069767441859,54.55837209302325,43.982790697674425,55.18627906976744,0.6975,26.94166667,0.29925466,32.592686,1199,4374,21,14,6834,130,59.0
ID_0CJ56939,2020-10-20 01:00:00+03:00,USEmbassy,19.86078947368421,25.68078947368421,21.49763157894737,23.667105263157897,0.9735,19.41666667,0.29925466,32.592686,1199,4374,21,14,6834,130,27.0
ID_0CJ7R64S,2020-10-04 06:00:00+03:00,USEmbassy,23.89452380952381,31.80428571428572,25.1154761904762,27.726666666666667,0.961916667,18.76666667,0.29925466,32.592686,1199,4374,21,14,6834,130,33.0
ID_0CTYL4E3,2020-10-27 14:00:00+03:00,Nakawa,44.85279069767443,51.88139534883721,45.637674418604654,53.7927906976744,0.683333333,24.54166667,0.33174,32.60951,1191,5865,31,-11,4780,500,53.2
ID_0D1FIGF7,2019-09-30 19:00:00+03:00,USEmbassy,37.531818181818174,45.35159090909091,37.74886363636363,45.64227272727272,0.7555,22.28333333,0.29925466,32.592686,1199,4374,21,14,6834,130,45.0
ID_0D4ILU2P,2020-12-26 04:00:00+03:00,Makerere,46.134166666666665,57.39333333333333,44.14333333333334,55.08583333333334,0.996083333,19.15,0.333501,32.568560999999995,1233,6340,21,28,8518,475,23.7
ID_0D8CAOL7,2020-08-17 17:00:00+03:00,Makerere,45.23,55.55285714285715,43.262857142857136,53.94,0.696916667,25.90833333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,34.9
ID_0D9KDY33,2020-08-20 16:00:00+03:00,Makerere,36.44333333333333,43.27166666666667,34.41166666666667,40.89,0.735166667,25.23333333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,24.2
ID_0DC23R6X,2020-09-29 12:00:00+03:00,Makerere,18.651,20.147,17.436999999999998,19.659,0.582833333,26.23333333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,14.0
ID_0DC9083E,2020-12-09 14:00:00+03:00,Makerere,20.46,22.55333333333333,20.08,22.308333333333334,0.5479999999999999,26.58333333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,13.1
ID_0DKRC3MK,2020-02-13 14:00:00+03:00,USEmbassy,73.9145945945946,78.85567567567567,69.37297297297297,79.79,0.4625,27.53333333,0.29925466,32.592686,1199,4374,21,14,6834,130,104.0
ID_0DLOZV75,2020-11-10 06:00:00+03:00,Nakawa,28.865813953488374,32.68255813953488,30.06883720930232,35.2646511627907,0.965,18.90833333,0.33174,32.60951,1191,5865,31,-11,4780,500,21.5
ID_0DTW6TXS,2020-05-01 21:00:00+03:00,USEmbassy,16.58589743589744,17.711282051282055,17.375128205128206,20.247692307692308,0.8424166670000001,22.35,0.29925466,32.592686,1199,4374,21,14,6834,130,28.0
ID_0DUFDQ2D,2019-11-24 03:00:00+03:00,USEmbassy,22.629772727272734,25.201590909090907,0.0,0.0,0.983,18.44166667,0.29925466,32.592686,1199,4374,21,14,6834,130,29.0
ID_0DUN7Y7O,2020-10-25 03:00:00+03:00,USEmbassy,62.472820512820526,79.16128205128204,65.51179487179485,75.34307692307692,0.974333333,19.69166667,0.29925466,32.592686,1199,4374,21,14,6834,130,63.0
ID_0DVIRIRN,2020-02-07 07:00:00+03:00,USEmbassy,93.83883720930234,98.63232558139536,86.1513953488372,96.66930232558138,0.943333333,18.775,0.29925466,32.592686,1199,4374,21,14,6834,130,104.0
ID_0DXVSRIN,2021-01-28 14:00:00+03:00,USEmbassy,16.363111111111113,23.723777777777777,17.67022222222223,20.655555555555555,0.57325,27.53333333,0.29925466,32.592686,1199,4374,21,14,6834,130,38.0
ID_0E2PDW3P,2019-11-25 07:00:00+03:00,USEmbassy,42.15555555555554,53.616666666666674,0.0,0.0,0.999583333,18.74166667,0.29925466,32.592686,1199,4374,21,14,6834,130,38.0
ID_0E7SDNYQ,2019-09-10 08:00:00+03:00,USEmbassy,106.90486486486483,114.57783783783782,108.49945945945944,118.53270270270272,0.956583333,18.975,0.29925466,32.592686,1199,4374,21,14,6834,130,112.0
ID_0EF3ACFR,2020-10-25 00:00:00+03:00,Nakawa,104.28511627906975,114.03767441860464,105.7906976744186,118.4793023255814,0.96025,20.3,0.33174,32.60951,1191,5865,31,-11,4780,500,97.0
ID_0EK8A97D,2020-08-14 11:00:00+03:00,Makerere,34.997142857142855,40.91857142857142,32.754285714285714,38.77,0.702666667,24.78333333,0.333501,32.568560999999995,1233,6340,21,28,8518,475,19.2
ID_0ETOA7NE,2021-02-03 16:00:00+03:00,Makerere,18.6,21.76,16.380000000000003,17.984285714285715,0.6476666670000001,27.61666667,0.333501,32.568560999999995,1233,6340,21,28,8518,475,16.1
